Pais;Marca;Modelo;Precio;Kilometros;Automatico/Manual;Fabricacion;Combustible;Potencia
D;seat;ibiza;3200.0;98000;0 Transmision;sep-05;Gasolina;55 kW (75 CV)
D;opel;crossland x;13750.0;32000;Automatico;ago-17;Gasolina;81 kW (110 CV)
B;land rover;range rover evoque;62690.0;10;Automatico;ene-24;Electro/Gasolina;227 kW (309 CV)
F;ford;kuga;15900.0;104000;Manual;nov-21;Diesel;89 kW (121 CV)
A;mazda;cx-30;19900.0;46000;Automatico;nov-20;Gasolina;90 kW (122 CV)
D;ford;focus;3300.0;197000;Automatico;oct-09;Gasolina;74 kW (101 CV)
I;nissan;qashqai;14900.0;107000;Automatico;may-19;Diesel;85 kW (116 CV)
D;citroen;berlingo;5500.0;197000;Manual;dic-15;Diesel;55 kW (75 CV)
E;mazda;cx-3;19490.0;79526;Automatico;ago-15;Diesel;77 kW (105 CV)
NL;mazda;cx-5;31939.0;74698;Automatico;feb-21;Gasolina;121 kW (165 CV)
I;mercedes-benz;slk 200;8990.0;181000;Automatico;jun-04;Gasolina;120 kW (163 CV)
D;dfsk;;32990.0;20;Automatico;0;Gasolina;130 kW (177 CV)
I;citroen;c3;4200.0;178000;Manual;sep-15;Gasolina;60 kW (82 CV)
D;audi;a1;8500.0;125515;Manual;oct-13;Gasolina;63 kW (86 CV)
B;bmw;ix;82114.0;0;Automatico;0;Electrico;240 kW (326 CV)
D;mitsubishi;eclipse cross;21890.0;57260;Automatico;nov-18;Gasolina;120 kW (163 CV)
A;land rover;range rover evoque;17800.0;86900;Manual;oct-11;Diesel;140 kW (190 CV)
NL;toyota;aygo;8250.0;142810;Manual;feb-19;Gasolina;53 kW (72 CV)
NL;peugeot;208;11950.0;112579;Manual;ene-21;Gasolina;55 kW (75 CV)
F;peugeot;208;9490.0;68000;Manual;jul-17;Gasolina;60 kW (82 CV)
D;mercedes-benz;g 55 amg;65900.0;53000;Automatico;mar-06;Gasolina;373 kW (507 CV)
I;innocenti;mini;7200.0;;Manual;mar-76;Gasolina;37 kW (50 CV)
E;audi;s5;32000.0;154900;Automatico;abr-13;Gasolina;245 kW (333 CV)
I;ford;focus;3500.0;323089;Manual;ene-10;Diesel;66 kW (90 CV)
NL;volkswagen;polo;10750.0;129330;Manual;may-16;Gasolina;66 kW (90 CV)
I;volkswagen;golf;11999.0;126000;Manual;oct-13;Diesel;77 kW (105 CV)
A;jeep;renegade;26987.0;82800;Automatico;jul-22;Electro/Gasolina;132 kW (179 CV)
I;lancia;ypsilon;4500.0;131000;Automatico;dic-07;Gasolina;57 kW (77 CV)
I;peugeot;3008;33500.0;error;Automatico;feb-24;Electro/Gasolina;100 kW (136 CV)
D;audi;q3;46206.0;;Automatico;nov-24;Gasolina;140 kW (190 CV)
I;bmw;x2;22000.0;108000;Automatico;jun-18;Diesel;110 kW (150 CV)
D;skoda;fabia;1550.0;179175;Manual;oct-05;Gasolina;47 kW (64 CV)
D;tesla;model 3;31499.0;23445;Automatico;oct-22;Electrico;208 kW (283 CV)
D;subaru;legacy;490.0;250000;Manual;mar-06;Gasolina;121 kW (165 CV)
NL;toyota;yaris cross;32385.0;;Automatico;sep-24;Electro/Gasolina;96 kW (131 CV)
B;bmw;118;7000.0;181000;Manual;nov-11;Gasolina;100 kW (136 CV)
B;ford;ecosport;;92103;Manual;ago-18;Gasolina;92 kW (125 CV)
D;mercedes-benz;b 180;;129000;Manual;oct-19;Diesel;85 kW (116 CV)
A;casalini;m20;14990.0;1473;Automatico;sep-19;Diesel;6 kW (8 CV)
B;renault;trafic;13495.0;128000;Manual;nov-18;Diesel;70 kW (95 CV)
D;audi;a6;;135000;Automatico;ago-18;Electro/Gasolina;250 kW (340 CV)
D;nissan;x-trail;39780.0;10;Automatico;sep-24;Electro/Gasolina;157 kW (213 CV)
NL;kia;venga;12250.0;55309;Manual;ene-16;Gasolina;66 kW (90 CV)
D;mazda;3;18500.0;30000;Manual;sep-19;Diesel;96 kW (131 CV)
A;skoda;octavia;3500.0;219000;Manual;may-11;Gasolina;59 kW (80 CV)
I;mitsubishi;pajero;13900.0;170000;Manual;feb-05;Diesel;118 kW (160 CV)
D;fiat;500;2500.0;103607;Manual;nov-12;Gasolina;63 kW (86 CV)
D;dodge;durango;127790.0;1900;Automatico;oct-21;Gasolina;522 kW (710 CV)
E;subaru;legacy;14900.0;267000;Automatico;ene-10;Gasolina;200 kW (272 CV)
I;mini;cooper se;37350.0;0;Automatico;0;Electrico;55 kW (75 CV)
E;mg;hs;36990.0;0;Automatico;0;Electro/Gasolina;249 kW (339 CV)
NL;mercedes-benz;a 180;;243385;Manual;dic-04;Diesel;80 kW (109 CV)
E;bmw;m3;145000.0;7500;Automatico;abr-24;Gasolina;405 kW (551 CV)
B;audi;a4;22500.0;58000;Automatico;oct-19;Gasolina;110 kW (150 CV)
A;seat;leon;10990.0;97800;Manual;may-17;Diesel;66 kW (90 CV)
I;toyota;yaris;11300.0;62322;Automatico;ago-17;Electro/Gasolina;53 kW (72 CV)
NL;tesla;model 3;16695.0;186310;Automatico;jun-20;Electrico;175 kW (238 CV)
NL;mazda;cx-5;29900.0;43964;Automatico;jul-20;Gasolina;143 kW (194 CV)
E;bmw;530;6500.0;193000;Automatico;abr-04;Diesel;160 kW (218 CV)
I;dacia;duster;19500.0;22333;Manual;feb-21;Diesel;85 kW (116 CV)
B;opel;astra;14599.0;8165;Manual;nov-19;Gasolina;81 kW (110 CV)
NL;peugeot;3008;4999.0;169000;Manual;mar-11;Gasolina;115 kW (156 CV)
F;audi;a3;16490.0;;Automatico;mar-17;Diesel;110 kW (150 CV)
D;bmw;318;4199.0;176000;Manual;oct-08;Gasolina;105 kW (143 CV)
D;seat;alhambra;35990.0;39675;Automatico;mar-22;Gasolina;110 kW (150 CV)
NL;kia;soul;13950.0;46497;Automatico;feb-17;Electrico;81 kW (110 CV)
B;volvo;xc90;28990.0;172353;Automatico;ene-16;Gasolina;236 kW (321 CV)
NL;toyota;yaris;550.0;214826;Manual;sep-99;Gasolina;50 kW (68 CV)
B;porsche;cayenne;8900.0;247248;Automatico;ene-08;Gasolina;368 kW (500 CV)
NL;seat;ibiza;19040.0;64998;Manual;feb-23;Gasolina;71 kW (97 CV)
I;citroen;c2;2900.0;199000;Automatico;feb-04;Gasolina;54 kW (73 CV)
D;subaru;forester;9050.0;199000;Automatico;mar-15;Diesel;108 kW (147 CV)
A;peugeot;308;13490.0;62823;Manual;may-19;Diesel;96 kW (131 CV)
D;iveco;daily;28500.0;137000;Manual;may-22;Diesel;132 kW (179 CV)
A;volkswagen;polo;8300.0;99850;Manual;ago-15;Gasolina;44 kW (60 CV)
F;audi;e-tron;45990.0;6000;Automatico;ago-23;Electrico;0 kW (0 CV)
D;volvo;xc90;41400.0;54762;Automatico;jul-21;Diesel;173 kW (235 CV)
NL;jaguar;xe;11600.0;171047;Manual;nov-16;Diesel;121 kW (165 CV)
F;jaguar;xk;76000.0;29910;Manual;ene-59;Gasolina;140 kW (190 CV)
F;renault;arkana;20990.0;42961;Automatico;dic-21;Gasolina;117 kW (159 CV)
NL;suzuki;swift;21450.0;15714;Automatico;ene-23;Electro/Gasolina;61 kW (83 CV)
D;seat;alhambra;21500.0;60600;Manual;ago-19;Gasolina;110 kW (150 CV)
I;audi;tt;12000.0;216000;Manual;ago-11;Diesel;125 kW (170 CV)
D;opel;corsa;1499.0;147033;Manual;feb-05;Gasolina;44 kW (60 CV)
NL;dacia;sandero;21900.0;11981;Manual;dic-23;Gas licuado (GLP);74 kW (101 CV)
E;peugeot;307;5490.0;140000;Manual;nov-05;Diesel;100 kW (136 CV)
NL;mini;cooper;5495.0;152445;Manual;oct-09;Gasolina;88 kW (120 CV)
E;mini;one d countryman;12500.0;68251;Manual;feb-13;Diesel;66 kW (90 CV)
D;mercedes-benz;e 230;2222.0;309000;Manual;mar-92;Gasolina;97 kW (132 CV)
NL;fiat;ducato;32549.0;75248;Manual;abr-19;Diesel;96 kW (131 CV)
NL;audi;e-tron;43950.0;;Automatico;dic-19;Electrico;300 kW (408 CV)
NL;kia;sportage;8250.0;229220;Manual;ene-13;Gasolina;99 kW (135 CV)
NL;opel;astra;650.0;324802;Manual;dic-05;Gasolina;77 kW (105 CV)
I;land rover;discovery;2500.0;276000;Automatico;jun-07;Diesel;140 kW (190 CV)
NL;mazda;3;19900.0;;Automatico;mar-18;Gasolina;88 kW (120 CV)
NL;opel;movano;;10;Manual;mar-24;Diesel;88 kW (120 CV)
D;mazda;2;1000.0;237000;Manual;may-04;Gasolina;59 kW (80 CV)
NL;audi;q2;22745.0;96338;Automatico;may-19;Gasolina;110 kW (150 CV)
I;nissan;qashqai+2;;213000;Manual;dic-11;Diesel;96 kW (131 CV)
I;volkswagen;maggiolino;17000.0;45000;Manual;oct-74;Gasolina;32 kW (44 CV)
I;ds automobiles;ds 7 crossback;;70993;Automatico;ene-21;Diesel;96 kW (131 CV)
D;volkswagen;t2;9200.0;55555;Manual;jun-70;Gasolina;40 kW (54 CV)
D;suzuki;vitara;12990.0;132620;Manual;nov-16;Gasolina;103 kW (140 CV)
I;volvo;xc40;25500.0;86353;Automatico;abr-19;Diesel;110 kW (150 CV)
A;dacia;duster;18990.0;77885;Manual;may-19;Gasolina;84 kW (114 CV)
D;land rover;discovery;42980.0;59900;Automatico;ago-18;Diesel;177 kW (241 CV)
I;fiat;doblo;9500.0;134000;Manual;oct-17;Diesel;77 kW (105 CV)
I;land rover;range rover sport;;268000;Automatico;jun-15;Diesel;250 kW (340 CV)
NL;cupra;born;36950.0;12465;Automatico;oct-21;Electrico;150 kW (204 CV)
F;seat;arona;17990.0;38310;Manual;may-22;Gasolina;82 kW (111 CV)
D;mini;one;;159000;Manual;sep-03;Gasolina;66 kW (90 CV)
D;volvo;xc90;37499.0;81294;Automatico;mar-19;Gasolina;184 kW (250 CV)
B;renault;captur;12495.0;94584;Manual;dic-19;Gasolina;96 kW (131 CV)
NL;opel;corsa;1440.0;294956;Manual;may-09;Gasolina;66 kW (90 CV)
D;ford;galaxy;1350.0;241000;Automatico;nov-01;Gasolina;150 kW (204 CV)
I;evo;5;;1;Manual;dic-24;Gas licuado (GLP);93 kW (126 CV)
D;jeep;renegade;13850.0;113000;Automatico;may-17;Gasolina;103 kW (140 CV)
F;audi;a3;27480.0;14000;Automatico;oct-15;Diesel;112 kW (152 CV)
B;citroen;berlingo;7950.0;125000;Manual;ene-14;Diesel;66 kW (90 CV)
B;mini;one;13100.0;64000;Manual;abr-17;Gasolina;75 kW (102 CV)
NL;audi;a3;5150.0;267245;Manual;abr-11;Diesel;103 kW (140 CV)
NL;audi;a6;19000.0;160961;Automatico;jul-12;Gasolina;228 kW (310 CV)
D;kia;ceed sw / cee'd sw;25280.0;15383;Automatico;oct-23;Gasolina;118 kW (160 CV)
D;genesis;g70;35950.0;33643;Automatico;feb-22;Gasolina;180 kW (245 CV)
D;mercedes-benz;cls 350;8000.0;127928;Automatico;nov-05;Gasolina;200 kW (272 CV)
D;seat;ibiza;5600.0;129642;Manual;feb-12;Gasolina;51 kW (69 CV)
F;mercedes-benz;a 250;40990.0;12518;Automatico;feb-23;Gasolina;165 kW (224 CV)
B;mercedes-benz;sl 55 amg;154950.0;10103;Automatico;nov-22;Gasolina;350 kW (476 CV)
I;audi;a6;5500.0;297000;Semiautomatico;feb-07;Diesel;171 kW (232 CV)
I;audi;a3;14000.0;137000;Manual;oct-13;Diesel;110 kW (150 CV)
B;bmw;216;15000.0;98000;Automatico;nov-18;Diesel;85 kW (116 CV)
D;toyota;aygo;2850.0;150000;Manual;ene-06;Gasolina;50 kW (68 CV)
B;peugeot;308;9990.0;46000;Manual;mar-08;Diesel;81 kW (110 CV)
B;renault;kadjar;;64235;Automatico;ene-21;Diesel;85 kW (116 CV)
E;chevrolet;captiva;9000.0;110000;Automatico;sep-12;Diesel;135 kW (184 CV)
D;jaguar;f-pace;23490.0;74378;Automatico;abr-17;Diesel;132 kW (179 CV)
D;mitsubishi;eclipse cross;19900.0;47300;Automatico;jul-20;Gasolina;120 kW (163 CV)
B;renault;arkana;28900.0;46000;Automatico;sep-22;Electro/Gasolina;103 kW (140 CV)
I;bmw;x3;9000.0;192000;Manual;jul-07;Diesel;160 kW (218 CV)
D;ford;mondeo;12000.0;97000;Automatico;may-17;Diesel;110 kW (150 CV)
E;hyundai;i20;4700.0;;Manual;feb-11;Gasolina;57 kW (77 CV)
D;seat;tarraco;22950.0;70000;Manual;jun-21;Gasolina;110 kW (150 CV)
B;skoda;fabia;12999.0;50681;Manual;feb-20;Gasolina;70 kW (95 CV)
NL;mercedes-benz;gla 200;16500.0;192348;Automatico;sep-17;Gasolina;115 kW (156 CV)
NL;opel;insignia;;;Manual;jun-09;Gasolina;239 kW (325 CV)
I;volkswagen;golf;2700.0;186000;Manual;oct-02;Gasolina;77 kW (105 CV)
B;seat;arona;21850.0;15;Manual;jun-24;Gasolina;81 kW (110 CV)
I;volkswagen;golf;8400.0;205000;Manual;nov-14;Diesel;77 kW (105 CV)
E;honda;civic;19809.0;124953;Manual;mar-19;Gasolina;134 kW (182 CV)
E;mazda;cx-5;13999.0;119000;Manual;mar-15;Gasolina;121 kW (165 CV)
I;porsche;991;122991.0;38000;Automatico;mar-18;Gasolina;309 kW (420 CV)
E;volvo;xc40;32950.0;13000;Automatico;oct-23;Gasolina;95 kW (129 CV)
F;skoda;fabia;11450.0;52700;Manual;ene-20;Gasolina;44 kW (60 CV)
NL;mazda;cx-5;14850.0;121709;Manual;mar-13;Gasolina;121 kW (165 CV)
B;mercedes-benz;a 180;22450.0;129000;Automatico;ene-19;Diesel;85 kW (116 CV)
D;honda;civic;5990.0;148000;Manual;mar-07;Gasolina;103 kW (140 CV)
E;mini;one d countryman;;159880;Manual;feb-17;Diesel;66 kW (90 CV)
E;ford;mondeo;13500.0;192000;Automatico;nov-15;Diesel;154 kW (209 CV)
E;peugeot;5008;25990.0;25178;Automatico;jun-24;Diesel;96 kW (131 CV)
A;mazda;cx-5;27990.0;2500;Manual;ago-24;Gasolina;121 kW (165 CV)
D;renault;twingo;2400.0;169000;Manual;ene-08;Gasolina;56 kW (76 CV)
D;ford;focus;16950.0;13846;Manual;abr-21;Gasolina;92 kW (125 CV)
B;mini;cooper s;24990.0;58774;Automatico;dic-20;Gasolina;131 kW (178 CV)
B;mercedes-benz;sprinter;70168.0;0;Automatico;0;Diesel;140 kW (190 CV)
D;ford;s-max;16950.0;75730;Manual;dic-15;Gasolina;118 kW (160 CV)
E;honda;zr-v;39900.0;14000;Automatico;jul-23;Gasolina;135 kW (184 CV)
E;hyundai;ix35;12400.0;101500;Manual;jul-15;Diesel;84 kW (114 CV)
D;seat;ibiza;15900.0;25009;Manual;ene-24;Gasolina;81 kW (110 CV)
I;porsche;cayman;54999.0;74900;Manual;jul-13;Gasolina;239 kW (325 CV)
D;renault;trafic;5000.0;270000;Manual;ene-10;Diesel;66 kW (90 CV)
A;ford;focus;15490.0;122085;Automatico;may-21;Diesel;88 kW (120 CV)
D;land rover;defender;64850.0;131500;Manual;dic-11;Diesel;90 kW (122 CV)
D;honda;prelude;4444.0;203000;Manual;ago-98;Gasolina;98 kW (133 CV)
I;mini;cooper countryman;32900.0;25563;Automatico;dic-22;Gasolina;100 kW (136 CV)
I;mercedes-benz;gle 450;109609.0;;Automatico;0;Diesel;270 kW (367 CV)
B;volkswagen;golf;7250.0;160000;Manual;sep-13;Gasolina;90 kW (122 CV)
A;audi;a4;24990.0;83320;Automatico;mar-21;Diesel;120 kW (163 CV)
D;toyota;corolla;19950.0;;Automatico;oct-19;Electro/Gasolina;112 kW (152 CV)
I;bmw;330;8000.0;315000;Manual;nov-06;Diesel;170 kW (231 CV)
NL;hyundai;i10;9450.0;87787;Manual;dic-18;Gasolina;49 kW (67 CV)
NL;austin-healey;3000;78500.0;142408;Manual;ene-67;Gasolina;0 kW (0 CV)
E;mercedes-benz;cla 220;16850.0;246510;Automatico;ago-13;Diesel;125 kW (170 CV)
NL;opel;mokka;23445.0;7355;Manual;may-23;Gasolina;74 kW (101 CV)
B;smart;fortwo;2890.0;103000;Automatico;sep-06;Gasolina;45 kW (61 CV)
NL;audi;q3;23795.0;109190;Automatico;nov-18;Gasolina;110 kW (150 CV)
F;renault;captur;13290.0;70637;Manual;oct-16;Diesel;82 kW (111 CV)
I;citroen;c5 aircross;26800.0;1;Manual;may-24;Gasolina;96 kW (131 CV)
L;peugeot;5008;24990.0;36709;Manual;dic-22;Diesel;98 kW (133 CV)
B;renault;master;24999.0;75000;Manual;abr-22;Diesel;132 kW (179 CV)
B;volkswagen;polo;6999.0;120000;Manual;oct-14;Gasolina;44 kW (60 CV)
D;land rover;range rover velar;66550.0;14500;Automatico;jun-23;Diesel;221 kW (300 CV)
B;jaguar;i-pace;41000.0;36000;Automatico;mar-21;Electrico;294 kW (400 CV)
L;nissan;qashqai;19900.0;70035;Manual;feb-19;Diesel;85 kW (116 CV)
I;skoda;octavia;22900.0;81400;Automatico;dic-19;Diesel;135 kW (184 CV)
F;dacia;sandero;12999.0;54816;Manual;sep-20;Diesel;0 kW (0 CV)
D;audi;s4;9999.0;172000;Automatico;nov-05;Gasolina;253 kW (344 CV)
I;subaru;xv;18500.0;52000;Automatico;sep-19;Gasolina;84 kW (114 CV)
E;kia;ceed / cee'd;23867.0;12;Automatico;may-24;Gasolina;74 kW (101 CV)
I;citroen;jumper;35900.0;1;Automatico;jul-23;Electrico;0 kW (0 CV)
D;mazda;6;32890.0;20600;Automatico;ago-23;Gasolina;143 kW (194 CV)
E;volvo;xc40;40990.0;0;Automatico;0;Electrico;170 kW (231 CV)
E;kia;stonic;17990.0;10775;Manual;mar-24;Electro/Gasolina;74 kW (101 CV)
E;kia;picanto;1400.0;170000;Manual;ago-05;Gasolina;48 kW (65 CV)
I;suzuki;alto;;;Manual;jul-10;Gas licuado (GLP);49 kW (67 CV)
I;porsche;911;48900.0;159990;Automatico;abr-05;Gasolina;239 kW (325 CV)
E;renault;laguna;2500.0;148000;Manual;jun-06;Diesel;88 kW (120 CV)
D;mercedes-benz;c 180;3500.0;193000;Manual;may-05;Gasolina;105 kW (143 CV)
I;maserati;ghibli;30900.0;119000;Automatico;oct-16;Diesel;202 kW (275 CV)
E;bmw;320;38532.0;24815;Automatico;mar-23;Diesel;140 kW (190 CV)
NL;peugeot;2008;10990.0;71609;Manual;mar-18;Gasolina;60 kW (82 CV)
I;audi;q5;33900.0;79000;Automatico;mar-21;Electro/Diesel;120 kW (163 CV)
D;volkswagen;amarok;64200.0;6301;Automatico;may-23;Diesel;177 kW (241 CV)
D;peugeot;207;3500.0;150727;Manual;mar-09;Gasolina;54 kW (73 CV)
I;fiat;500c;8200.0;127000;Manual;jul-18;Gasolina;51 kW (69 CV)
I;cupra;formentor;27990.0;error;Manual;mar-23;Diesel;110 kW (150 CV)
F;porsche;targa;183900.0;12000;Automatico;jul-23;Gasolina;353 kW (480 CV)
NL;hyundai;santa fe;;10;Automatico;ene-24;Electro/Gasolina;185 kW (252 CV)
F;mg;b;29900.0;72865;Manual;mar-66;Gasolina;66 kW (90 CV)
D;hyundai;ix35;10800.0;82000;Automatico;nov-13;Diesel;100 kW (136 CV)
I;citroen;c3 aircross;13890.0;45000;Manual;ene-23;Gasolina;81 kW (110 CV)
A;renault;captur;10900.0;101000;Manual;ene-18;Gasolina;66 kW (90 CV)
B;chevrolet;captiva;7500.0;170000;Manual;jun-12;Diesel;120 kW (163 CV)
I;audi;a3;13500.0;210000;Manual;jun-15;Diesel;81 kW (110 CV)
D;seat;alhambra;20150.0;98899;Manual;sep-17;Gasolina;110 kW (150 CV)
D;opel;astra;2490.0;138000;Manual;mar-05;Gasolina;77 kW (105 CV)
D;dfsk;fengon 7;38995.0;35;Automatico;0;Gasolina;162 kW (220 CV)
F;renault;fluence;3450.0;205434;Manual;nov-11;Diesel;81 kW (110 CV)
D;ford;puma;17450.0;77000;Automatico;sep-21;Gasolina;92 kW (125 CV)
I;peugeot;308;2900.0;194000;Manual;dic-08;Gasolina;70 kW (95 CV)
NL;renault;espace;15900.0;159383;Manual;ene-17;Diesel;96 kW (131 CV)
I;fiat;barchetta;7700.0;120000;Manual;jul-01;Gasolina;96 kW (131 CV)
D;peugeot;207;;error;Manual;may-14;Gasolina;88 kW (120 CV)
D;bmw;x4;76450.0;2951;Automatico;abr-24;Gasolina;375 kW (510 CV)
F;volkswagen;polo;4900.0;214949;Manual;jun-11;Diesel;67 kW (91 CV)
A;citroen;c5 aircross;30808.0;2700;Automatico;abr-22;Diesel;96 kW (131 CV)
A;audi;q3;16950.0;;Manual;jul-16;Diesel;110 kW (150 CV)
D;mercedes-benz;b 200;7999.0;72000;Manual;oct-07;Gasolina;100 kW (136 CV)
I;abarth;595c;16900.0;43705;Manual;feb-19;Gasolina;107 kW (145 CV)
I;ds automobiles;ds 3;25900.0;10;Manual;sep-23;Gasolina;74 kW (101 CV)
I;audi;tt;4500.0;281000;Manual;feb-00;Gasolina;132 kW (179 CV)
E;porsche;cayenne;60900.0;97000;Automatico;nov-20;Electro/Gasolina;340 kW (462 CV)
NL;bmw;330;23945.0;112908;Automatico;sep-18;Electro/Gasolina;185 kW (252 CV)
F;citroen;c5 aircross;42500.0;3000;Automatico;mar-24;Electro/Gasolina;0 kW (0 CV)
E;renault;megane;7000.0;172000;Manual;mar-12;Diesel;81 kW (110 CV)
NL;volkswagen;up!;6750.0;108083;Manual;ene-14;Gasolina;44 kW (60 CV)
I;alfa romeo;stelvio;28900.0;72950;Semiautomatico;abr-19;Diesel;154 kW (209 CV)
D;volvo;c30;5700.0;99119;Manual;jun-09;Gasolina;74 kW (101 CV)
D;opel;corsa;3480.0;109500;Manual;nov-87;Gasolina;33 kW (45 CV)
I;volvo;xc90;30000.0;105000;Automatico;jun-17;Diesel;140 kW (190 CV)
I;citroen;c1;6750.0;83757;Automatico;sep-12;Gasolina;50 kW (68 CV)
E;nissan;qashqai;24990.0;13290;Automatico;mar-24;Electro/Gasolina;116 kW (158 CV)
B;dacia;duster;18000.0;52500;Manual;jul-21;Gasolina;96 kW (131 CV)
I;renault;kadjar;;124500;Automatico;may-19;Diesel;85 kW (116 CV)
B;ford;galaxy;18900.0;92000;Manual;feb-17;Diesel;110 kW (150 CV)
B;abarth;595 pista;18950.0;64127;Manual;feb-20;Gasolina;120 kW (163 CV)
F;ferrari;296;369900.0;13402;Automatico;mar-23;Electro/Gasolina;0 kW (0 CV)
I;volkswagen;polo;8000.0;81175;Manual;nov-11;Gasolina;51 kW (69 CV)
I;bmw;320;6000.0;230000;Manual;ene-10;Diesel;130 kW (177 CV)
B;bmw;x2;32990.0;33178;Automatico;abr-23;Electro/Gasolina;92 kW (125 CV)
B;land rover;range rover evoque;68990.0;0;Automatico;ene-24;Electro/Gasolina;227 kW (309 CV)
NL;mini;countryman c;48250.0;15241;Automatico;feb-24;Gasolina;115 kW (156 CV)
I;ford;focus;4000.0;271350;Manual;may-15;Diesel;85 kW (116 CV)
B;hyundai;ix20;12199.0;72578;Automatico;ene-16;Gasolina;92 kW (125 CV)
F;ds automobiles;ds 3 crossback;19299.0;46314;Manual;sep-21;Gasolina;0 kW (0 CV)
B;citroen;c4 spacetourer;24799.0;37817;Automatico;jul-22;Diesel;96 kW (131 CV)
NL;honda;jazz;27950.0;7251;Automatico;may-23;Electro/Gasolina;90 kW (122 CV)
D;opel;corsa;800.0;133000;Manual;mar-98;Gasolina;40 kW (54 CV)
NL;bmw;320;1999.0;264212;Manual;ene-06;Gasolina;110 kW (150 CV)
D;volkswagen;polo;3000.0;291931;Manual;jun-10;Diesel;66 kW (90 CV)
NL;hyundai;ioniq 5;32430.0;118602;Automatico;dic-21;Electrico;160 kW (218 CV)
D;mini;cooper s paceman;9990.0;163000;Manual;may-13;Gasolina;135 kW (184 CV)
I;mitsubishi;pajero;10500.0;228000;Manual;jul-02;Diesel;85 kW (116 CV)
I;xev;yoyo;12800.0;0;Automatico;0;Electrico;7 kW (10 CV)
D;opel;astra;;error;Manual;abr-12;Diesel;92 kW (125 CV)
I;alfa romeo;mito;2800.0;146000;Manual;nov-09;Gasolina;77 kW (105 CV)
D;dacia;sandero;;21500;Manual;ene-24;Gasolina;81 kW (110 CV)
I;opel;mokka;22000.0;10800;Automatico;jun-23;Gasolina;96 kW (131 CV)
B;audi;a3;19500.0;150000;Automatico;sep-17;Gasolina;140 kW (190 CV)
B;citroen;c3;600.0;176000;Manual;feb-07;Gasolina;44 kW (60 CV)
A;land rover;defender;184900.0;14300;Automatico;ene-24;Gasolina;386 kW (525 CV)
NL;renault;clio;13945.0;64570;Manual;mar-20;Gasolina;74 kW (101 CV)
B;peugeot;2008;10450.0;117161;Manual;may-19;Gasolina;96 kW (131 CV)
E;porsche;992;143900.0;45000;Automatico;may-19;Gasolina;331 kW (450 CV)
I;land rover;range rover evoque;51000.0;37545;Automatico;ago-22;Electro/Diesel;120 kW (163 CV)
E;toyota;bz4x;41975.0;5;Automatico;jun-24;Electro/Gasolina;150 kW (204 CV)
D;volkswagen;polo;3490.0;145000;Manual;abr-85;Gasolina;40 kW (54 CV)
E;ferrari;488;430000.0;7700;Automatico;oct-19;Gasolina;530 kW (721 CV)
E;peugeot;208;19900.0;7221;Automatico;jun-23;Gasolina;75 kW (102 CV)
NL;mercedes-benz;c 180;;96500;Automatico;jul-19;Gasolina;115 kW (156 CV)
D;toyota;auris;10900.0;147000;Automatico;mar-14;Electro/Gasolina;100 kW (136 CV)
D;jaguar;xf;15400.0;281000;Automatico;ene-16;Diesel;221 kW (300 CV)
D;citroen;c3;12790.0;43183;Manual;ene-20;Gasolina;81 kW (110 CV)
F;renault;megane;11590.0;120129;Automatico;jun-16;Diesel;81 kW (110 CV)
I;abarth;595;21000.0;;Manual;mar-21;Gasolina;121 kW (165 CV)
D;opel;insignia;6950.0;163505;Manual;nov-12;Gasolina;162 kW (220 CV)
D;skoda;octavia;22600.0;34000;Automatico;abr-19;Gasolina;110 kW (150 CV)
NL;seat;ateca;23750.0;88042;Automatico;jul-20;Gasolina;110 kW (150 CV)
B;peugeot;3008;22990.0;5500;Manual;feb-23;Gasolina;96 kW (131 CV)
B;bmw;x2;21990.0;50000;Manual;abr-19;Gasolina;100 kW (136 CV)
D;mazda;3;21800.0;53000;Manual;abr-21;Gasolina;110 kW (150 CV)
NL;renault;trafic;5748.0;202959;Manual;ago-11;Diesel;66 kW (90 CV)
A;kia;sportage;26950.0;32000;Automatico;jul-22;Gasolina;110 kW (150 CV)
D;mg;4;22890.0;7000;Automatico;jul-23;Electrico;125 kW (170 CV)
I;toyota;yaris;16900.0;14522;Automatico;jun-21;Electro/Gasolina;68 kW (92 CV)
D;skoda;octavia;11500.0;125659;Automatico;sep-15;Otros;135 kW (184 CV)
NL;fiat;scudo;29950.0;116678;Manual;sep-13;Diesel;94 kW (128 CV)
D;porsche;panamera;;255000;Automatico;feb-15;Electro/Gasolina;306 kW (416 CV)
B;mini;john cooper works cabrio;17000.0;62000;Manual;jun-12;Gasolina;155 kW (211 CV)
NL;volkswagen;passat;;162672;Manual;ene-09;Gasolina;90 kW (122 CV)
I;renault;twingo;1790.0;121745;Manual;mar-99;Gasolina;43 kW (58 CV)
D;isuzu;d-max;50436.0;0;0 Transmision;0;Diesel;120 kW (163 CV)
I;mini;countryman d;13500.0;100000;Manual;ago-14;Diesel;82 kW (111 CV)
D;skoda;fabia;23990.0;500;Automatico;0;Gasolina;85 kW (116 CV)
F;hyundai;i30;8900.0;145445;Manual;jun-15;Gasolina;99 kW (135 CV)
I;bmw;220;49894.0;0;Automatico;dic-24;Gasolina;135 kW (184 CV)
I;fiat;panda;3800.0;162000;Manual;ago-87;Gasolina;37 kW (50 CV)
